timestamp_iso,t_rel_s,sensor,x,y,z,latitude,longitude
2025-09-06T16:11:20.862593,0.0,accel,0.07632433623075485,-0.1168290376663208,-0.04141867160797119,,
2025-09-06T16:11:20.862593,0.0,gyro,-0.1432727426290512,-0.3424540162086487,0.07861068099737167,,
2025-09-06T16:11:20.862593,0.0,gps,,,,3.4016500037811697,-76.54771945253627
2025-09-06T16:11:21.833035,0.9714093208312988,accel,-0.052672356367111206,-0.11008182168006897,-0.0441247820854187,,
2025-09-06T16:11:21.833035,0.9714093208312988,gyro,0.5002712607383728,1.0694509744644165,-0.7346000075340271,,
2025-09-06T16:11:21.833035,0.9714093208312988,gps,,,,3.401664939565214,-76.54771761969566
2025-09-06T16:11:22.860235,1.9986093044281006,accel,-2.0935091972351074,-1.2633063793182373,0.0655214786529541,,
2025-09-06T16:11:22.860235,1.9986093044281006,gyro,-0.1244458481669426,2.1811745166778564,-5.998658180236816,,
2025-09-06T16:11:22.860235,1.9986093044281006,gps,,,,3.4016652796839377,-76.54770774737193
2025-09-06T16:11:23.838181,2.9765548706054688,accel,1.0642359256744385,1.4856294393539429,0.36409473419189453,,
2025-09-06T16:11:23.838181,2.9765548706054688,gyro,1.3227238655090332,0.7379936575889587,0.4027838408946991,,
2025-09-06T16:11:23.838181,2.9765548706054688,gps,,,,3.401654211839157,-76.54769673473534
2025-09-06T16:11:24.880910,4.019284009933472,accel,0.17167320847511292,1.4526820182800293,0.3428167402744293,,
2025-09-06T16:11:24.880910,4.019284009933472,gyro,-0.579709529876709,2.534809112548828,-5.234391212463379,,
2025-09-06T16:11:24.880910,4.019284009933472,gps,,,,3.4016361369788672,-76.54767981024145
2025-09-06T16:11:25.832781,4.971154689788818,accel,0.21272654831409454,1.0482590198516846,0.29866135120391846,,
2025-09-06T16:11:25.832781,4.971154689788818,gyro,-0.5239335894584656,1.437785267829895,-5.514360427856445,,
2025-09-06T16:11:25.832781,4.971154689788818,gps,,,,3.401611777334573,-76.54766113710028
2025-09-06T16:11:26.868799,6.007173299789429,accel,-0.8056959509849548,0.447948157787323,0.13452470302581787,,
2025-09-06T16:11:26.868799,6.007173299789429,gyro,-0.9420144557952881,1.8560951948165894,-7.575256824493408,,
2025-09-06T16:11:26.868799,6.007173299789429,gps,,,,3.4015966418585073,-76.54764912459984
2025-09-06T16:11:27.840826,6.979200601577759,accel,-0.6740512847900391,-0.19420945644378662,0.47326183319091797,,
2025-09-06T16:11:27.840826,6.979200601577759,gyro,-1.682167410850525,3.522815465927124,-6.876185894012451,,
2025-09-06T16:11:27.840826,6.979200601577759,gps,,,,3.401614084798485,-76.54766413862419
2025-09-06T16:11:28.846948,7.985321760177612,accel,-1.4194247722625732,-0.7929202318191528,0.4927728772163391,,
2025-09-06T16:11:28.846948,7.985321760177612,gyro,-1.8313661813735962,3.714794874191284,-3.3036415576934814,,
2025-09-06T16:11:28.846948,7.985321760177612,gps,,,,3.401614084798485,-76.54766413862419
2025-09-06T16:11:29.844582,8.982955694198608,accel,-0.4414220452308655,0.9422417283058167,0.7891218662261963,,
2025-09-06T16:11:29.844582,8.982955694198608,gyro,-4.478274822235107,7.035051345825195,-7.77933931350708,,
2025-09-06T16:11:29.844582,8.982955694198608,gps,,,,3.401595507985103,-76.54764164178913
2025-09-06T16:11:30.854445,9.992819547653198,accel,0.9473365545272827,1.1888203620910645,0.454917311668396,,
2025-09-06T16:11:30.854445,9.992819547653198,gyro,-0.4249113202095032,1.9027315378189087,1.1378388404846191,,
2025-09-06T16:11:30.854445,9.992819547653198,gps,,,,3.401595507985103,-76.54764164178913
2025-09-06T16:11:31.848543,10.98691701889038,accel,0.6576074361801147,1.2300173044204712,0.6847958564758301,,
2025-09-06T16:11:31.848543,10.98691701889038,gyro,-2.922248601913452,5.084132194519043,-2.0325145721435547,,
2025-09-06T16:11:31.848543,10.98691701889038,gps,,,,3.4015836166583737,-76.54761887438305
